Name_submitted,Name_matched,Author_matched,Overall_score,Taxonomic_status,Accepted_name,Accepted_author,Accepted_family,Source,Warnings,Accepted_name_lsid
Simarouba amara,Simarouba amara,,1,Accepted,Simarouba amara,Aubl.,Simaroubaceae,tropicos, ,
Apeiba aspera,Apeiba aspera,,1,Accepted,Apeiba aspera,Aubl.,Malvaceae,tropicos, ,
Apeiba tibourbou,Apeiba tibourbou,,1,Accepted,Apeiba tibourbou,Aubl.,Malvaceae,tropicos, ,
Luehea seemannii,Luehea seemannii,,1,Accepted,Luehea seemannii,Triana & Planch.,Malvaceae,tropicos, ,
Acer platanoides,Acer platanoides,,1,Accepted,Acer platanoides,L.,Sapindaceae,tropicos;usda, ,
Acer pseudoplatanus,Acer pseudoplatanus,,1,Accepted,Acer pseudoplatanus,L.,Sapindaceae,tropicos;usda, ,
Aesculus hippocastanum,Aesculus hippocastanum,,1,Accepted,Aesculus hippocastanum,L.,Sapindaceae,tropicos;usda, ,
Alnus glutinosa,Alnus glutinosa,,1,Accepted,Alnus glutinosa,(L.) Gaertn.,Betulaceae,tropicos;usda, ,
Berberis vulgaris,Berberis vulgaris,,1,Accepted,Berberis vulgaris,L.,Berberidaceae,tropicos;usda, ,
Betula pendula,Betula pendula,,1,Accepted,Betula pendula,Roth,Betulaceae,tropicos;usda, ,
Buddleja davidii,Buddleja davidii,,1,Accepted,Buddleja davidii,Franch.,Scrophulariaceae,tropicos;usda, ,
Buxus sempervirens,Buxus sempervirens,,1,Accepted,Buxus sempervirens,L.,Buxaceae,tropicos;usda, ,
Calluna vulgaris,Calluna vulgaris,,1,Accepted,Calluna vulgaris,(L.) Hull,Ericaceae,tropicos;usda, ,
Castanea sativa,Castanea sativa,,1,Accepted,Castanea sativa,Mill.,Fagaceae,tropicos;usda, ,
Cornus sanguinea,Cornus sanguinea,,1,Synonym,Thelycrania sanguinea,(L.) Fourr.,Cornaceae,tropicos, [Ambiguous match] ,
Corylus avellana,Corylus avellana,,1,No opinion,,,,tropicos, ,
Crataegus monogyna,Crataegus monogyna,,1,Accepted,Crataegus monogyna,Jacq.,Rosaceae,tropicos;usda, ,
Cytisus scoparius,Cytisus scoparius,,1,Accepted,Cytisus scoparius,(L.) Link,Fabaceae,tropicos;usda, ,
Daphne mezereum,Daphne mezereum,,1,Accepted,Daphne mezereum,L.,Thymelaeaceae,tropicos;usda, ,
Dryas octopetala,Dryas octopetala,,1,Accepted,Dryas octopetala,L.,Rosaceae,tropicos;usda, ,
Empetrum nigrum,Empetrum nigrum,,1,Accepted,Empetrum nigrum,L.,Ericaceae,tropicos;usda, ,
Erica cinera,Erica cinerea,,0.98,Accepted,Erica cinerea,L.,Ericaceae,tropicos;usda, ,
Euonymus europaeus,Euonymus europaeus,,1,Accepted,Euonymus europaeus,L.,Celastraceae,tropicos;usda, ,
Fagus sylvatica,Fagus sylvatica,,1,No opinion,,,,tropicos, ,
Frangula alnus,Frangula alnus,,1,Synonym,Rhamnus frangula,L.,Rhamnaceae,tropicos, ,
Fraxinus excelsior,Fraxinus excelsior,,1,Accepted,Fraxinus excelsior,L.,Oleaceae,tropicos;usda, ,
Hebe x,Hebe,,0.9,Accepted,Hebe,Comm. ex Juss.,Plantaginaceae,tropicos, ,
Hedera helix,Hedera helix,,1,Accepted,Hedera helix,L.,Araliaceae,tropicos;usda, ,
Helianthemum nummularium,Helianthemum nummularium,,1,Accepted,Helianthemum nummularium,(Cav.) Losa & Rivas Goday,Cistaceae,tropicos, ,
Hippophae rhamnoides,Hippophae rhamnoides,,1,Accepted,Hippophae rhamnoides,L.,Elaeagnaceae,tropicos;usda, ,
Ilex aquifolium,Ilex aquifolium,,1,Accepted,Ilex aquifolium,L.,Aquifoliaceae,tropicos;usda, ,
Juglans regia,Juglans regia,,1,Accepted,Juglans regia,L.,Juglandaceae,tropicos;usda, ,
Laburnum anagyroides,Laburnum anagyroides,,1,Accepted,Laburnum anagyroides,Medik.,Fabaceae,tropicos;usda, ,
Larix decidua,Larix decidua,,1,Accepted,Larix decidua,Mill.,Pinaceae,tropicos;usda, ,
Ligustrum vulgare,Ligustrum vulgare,,1,Accepted,Ligustrum vulgare,L.,Oleaceae,tropicos;usda, ,
Lonicera periclymenum,Lonicera periclymenum,,1,Accepted,Lonicera periclymenum,L.,Caprifoliaceae,tropicos;usda, ,
Malus sylvestris,Malus sylvestris,,1,Accepted,Malus sylvestris,Mill.,Rosaceae,tropicos, ,
Picea sitchensis,Picea sitchensis,,1,Accepted,Picea sitchensis,(Bong.) Carrière,Pinaceae,tropicos;usda, ,
Pinus sylvestris,Pinus sylvestris,,1,Accepted,Pinus sylvestris,L.,Pinaceae,tropicos;usda, ,
Prunus laurocerasus,Prunus laurocerasus,,1,Accepted,Prunus laurocerasus,L.,Rosaceae,tropicos;usda, ,
Prunus lusitanica,Prunus lusitanica,,1,Accepted,Prunus lusitanica,L.,Rosaceae,tropicos;usda, ,
Prunus spinosa,Prunus spinosa,,1,Accepted,Prunus spinosa,L.,Rosaceae,tropicos;usda, ,
Quercus cerris,Quercus cerris,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Quercus petraea,Quercus petraea,,1,Accepted,Quercus petraea,(Matt.) Liebl.,Fagaceae,tropicos, ,
Quercus robur,Quercus robur,,1,Accepted,Quercus robur,(Ten.) A. DC.,Fagaceae,tropicos, [Ambiguous match] ,
Rhamnus cathartica,Rhamnus cathartica,,1,Accepted,Rhamnus cathartica,L.,Rhamnaceae,tropicos;usda, ,
Rhododendron ponticum,Rhododendron ponticum,,1,No opinion,,,,tropicos, ,
Ribes nigrum,Ribes nigrum,,1,Accepted,Ribes nigrum,L.,Grossulariaceae,tropicos;usda, ,
Ribes uva-crispa,Ribes uva-crispa,,1,Accepted,Ribes uva-crispa,L.,Grossulariaceae,tropicos;usda, ,
Robinia pseudoacacia,Robinia pseudoacacia,,1,Accepted,Robinia pseudoacacia,L.,Fabaceae,tropicos;usda, ,
Rosa arvensis,Rosa arvensis,,1,Accepted,Rosa arvensis,Huds.,Rosaceae,tropicos;usda, ,
Rubus fruticosus,Rubus fruticosus,,1,Accepted,Rubus fruticosus,L.,Rosaceae,tropicos, ,
Salix caprea,Salix caprea,,1,Accepted,Salix caprea,L.,Salicaceae,tropicos;usda, ,
Sambucus nigra,Sambucus nigra,,1,Accepted,Sambucus nigra,L.,Adoxaceae,tropicos;usda, ,
Solanum dulcamara,Solanum dulcamara,,1,Accepted,Solanum dulcamara,L.,Solanaceae,tropicos;usda, ,
Sorbus aucuparia,Sorbus aucuparia,,1,Accepted,Sorbus aucuparia,L.,Rosaceae,tropicos;usda, ,
Taxus baccata,Taxus baccata,,1,Accepted,Taxus baccata,L.,Taxaceae,tropicos;usda, ,
Thymus polytrichus,Thymus polytrichus,,1,Synonym,Thymus serpyllum var. polytrichus,(A. Kern. ex Borbás) Briq.,Lamiaceae,tropicos, ,
Ulex europaeus,Ulex europaeus,,1,Accepted,Ulex europaeus,L.,Fabaceae,tropicos;usda, ,
Ulex gallii,Ulex gallii,,1,Synonym,Ulex minor subsp. gallii,(Planch.) Castroviejo & Valdes-Bermejo,Fabaceae,tropicos, ,
Ulmus glabra,Ulmus glabra,,1,Accepted,Ulmus glabra,Huds.,Ulmaceae,tropicos;usda, ,
Vaccinium myrtillus,Vaccinium myrtillus,,1,Accepted,Vaccinium myrtillus,L.,Ericaceae,tropicos;usda, ,
Vaccinium oxycoccos,Vaccinium oxycoccos,,1,Accepted,Vaccinium oxycoccos,L.,Ericaceae,tropicos;usda, ,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,,1,Accepted,Vaccinium vitis-idaea,L.,Ericaceae,tropicos;usda, ,
Viburnum opulus,Viburnum opulus,,1,Accepted,Viburnum opulus,L.,Adoxaceae,tropicos;usda, ,
Viburnum tinus,Viburnum tinus,,1,Accepted,Viburnum tinus,L.,Adoxaceae,tropicos;usda, ,
Amelanchier alnifolia,Amelanchier alnifolia,,1,Accepted,Amelanchier alnifolia,(Nutt.) Nutt. ex M. Roem.,Rosaceae,tropicos;usda, ,
Artemisia tridentata,Artemisia tridentata,,1,Accepted,Artemisia tridentata,Nutt.,Asteraceae,tropicos;gcc;usda, ,
Juniperus osteosperma,Juniperus osteosperma,,1,Accepted,Juniperus osteosperma,(Torr.) Little,Cupressaceae,tropicos;usda, ,
Pinus jeffreyi,Pinus jeffreyi,,1,Accepted,Pinus jeffreyi,Balf.,Pinaceae,tropicos;usda, ,
Pinus monophylla,Pinus monophylla,,1,Accepted,Pinus monophylla,Torr. & Frém.,Pinaceae,tropicos;usda, ,
Pinus ponderosa,Pinus ponderosa,,1,Accepted,Pinus ponderosa,P. Lawson & C. Lawson,Pinaceae,tropicos, ,
Purshia tridentata,Purshia tridentata,,1,Accepted,Purshia tridentata,(Pursh) DC.,Rosaceae,tropicos;usda, ,
Lyonia lucida,Lyonia lucida,,1,Accepted,Lyonia lucida,(Lam.) K. Koch,Ericaceae,tropicos;usda, ,
Cyrilla racemiflora,Cyrilla racemiflora,,1,Accepted,Cyrilla racemiflora,L.,Cyrillaceae,tropicos;usda, ,
Leucothoe racemosa,Leucothoe racemosa,,1,Accepted,Leucothoe racemosa,(L.) A. Gray,Ericaceae,tropicos, ,
Itea virginica,Itea virginica,,1,Accepted,Itea virginica,L.,Iteaceae,tropicos;usda, ,
Clethra alnifolia,Clethra alnifolia,,1,Accepted,Clethra alnifolia,L.,Clethraceae,tropicos;usda, ,
Achillea erba,Achillea,,0.5,Accepted,Achillea,L.,Asteraceae,tropicos;gcc, [Partial match] ,
Arabis alpina,Arabis alpina,,1,Accepted,Arabis alpina,L.,Brassicaceae,tropicos;usda, ,
Arabis caerulea,Arabis caerulea,,1,Accepted,Arabis caerulea,Haenke,Brassicaceae,tropicos, ,
Artemisia genipi,Artemisia genipi,,1,No opinion,,,,tropicos, ,
Campanula barbata,Campanula barbata,,1,Synonym,Campanula macrorhiza var. pogonopetala,(L.) Vuk.,Campanulaceae,tropicos, ,
Cerastium uniflorum,Cerastium uniflorum,,1,No opinion,,,,tropicos, ,
Doronicum clusii,Doronicum clusii,,1,Accepted,Doronicum clusii,(All.) Tausch,Asteraceae,tropicos;gcc, ,
Erigeron uniflorus,Erigeron uniflorus,,1,Accepted,Erigeron uniflorus,L.,Asteraceae,tropicos;gcc;usda, ,
Gentiana bavarica,Gentiana bavarica,,1,Synonym,Calathiana bavarica,(L.) Holub,Gentianaceae,tropicos, ,
Gentiana kochiana,Gentiana kochiana,,1,No opinion,,,,tropicos, ,
Geum montanum,Geum montanum,,1,Synonym,Parageum montanum,Hara,Rosaceae,tropicos, ,
Geum reptans,Geum reptans,,1,No opinion,,,,tropicos, ,
Leontodon hispidus,Leontodon hispidus,,1,Accepted,Leontodon hispidus,L.,Asteraceae,tropicos;gcc;usda, ,
Leucanthemopsis alpina,Leucanthemopsis alpina,,1,Accepted,Leucanthemopsis alpina,(L.) Heyw.,Asteraceae,tropicos, ,
Ligusticum mutellina,Ligusticum mutellina,,1,No opinion,,,,tropicos, ,
Linaria alpina,Linaria alpina,,1,No opinion,,,,tropicos, ,
Luzula alpino-pilosa,Luzula alpino-pilosa,,1,Invalid,,,,tropicos, ,
Oxyria digyna,Oxyria digyna,,1,Accepted,Oxyria digyna,(L.) Hill,Polygonaceae,tropicos;usda, ,
Pedicularis asplenifolius,Pedicularis,,0.5,Accepted,Pedicularis,L.,Orobanchaceae,tropicos, [Partial match] ,
Poa laxa,Poa laxa,,1,Accepted,Poa laxa,Haenke,Poaceae,tropicos;usda, ,
Polygonum viviparum,Polygonum viviparum,,1,Synonym,Bistorta vivipara,(L.) Delarbre,Polygonaceae,tropicos, ,
Potentilla aurea,Potentilla aurea,,1,No opinion,,,,tropicos, ,
Potentilla crantzii,Potentilla crantzii,,1,Accepted,Potentilla crantzii,(Crantz) Beck ex Fritsch,Rosaceae,tropicos, ,
Potentilla frigida,Potentilla frigida,,1,Accepted,Potentilla frigida,Vill.,Rosaceae,tropicos, ,
Primula glutinosa,Primula glutinosa,,1,No opinion,,,,tropicos, ,
Ranunculus glacialis,Ranunculus glacialis,,1,Accepted,Ranunculus glacialis,L.,Ranunculaceae,tropicos;usda, ,
Senecio incanus,Senecio incanus,,1,No opinion,,,,tropicos, ,
Sibbaldia procumbens,Sibbaldia procumbens,,1,Accepted,Sibbaldia procumbens,L.,Rosaceae,tropicos;usda, ,
Taraxacum alpinum,Taraxacum alpinum,,1,No opinion,,,,tropicos, ,
Veronica alpestris,Vernonia alpestris,,0.94,Synonym,Minasia alpestris,(Gardner) H. Rob.,Asteraceae,tropicos, ,
Veronica bellidioides,Veronica bellidioides,,1,No opinion,,,,tropicos, ,
Achillea millefolium,Achillea millefolium,,1,Accepted,Achillea millefolium,L.,Asteraceae,tropicos;gcc;usda, ,
Alchemilla verticillata,Alchemilla verticillata,,1,Accepted,Alchemilla verticillata,Fielding & Gardner,Rosaceae,tropicos, ,
Arabis hirsuta,Arabis hirsuta,,1,Accepted,Arabis hirsuta,(L.) Scop.,Brassicaceae,tropicos;usda, [Ambiguous match] ,
Caltha palustris,Caltha palustris,,1,Accepted,Caltha palustris,L.,Ranunculaceae,tropicos;usda, ,
Campanula glomerata,Campanula glomerata,,1,Accepted,Campanula glomerata,Hegetschw.,Campanulaceae,tropicos, [Ambiguous match] ,
Carum carvi,Carum carvi,,1,Accepted,Carum carvi,L.,Apiaceae,tropicos;usda, ,
Cerastium arvense,Cerastium arvense,,1,Accepted,Cerastium arvense,L.,Caryophyllaceae,tropicos;usda, ,
Chrysanthemum leucanthemum,Chrysanthemum leucanthemum,,1,Synonym,Leucanthemum vulgare,Lam.,Asteraceae,tropicos;usda, ,
Erigeron acre,Erigeron acre,,1,Invalid,Erigeron acris,L.,Asteraceae,tropicos, ,
Geum rivale,Geum rivale,,1,Accepted,Geum rivale,L.,Rosaceae,tropicos;usda, ,
Lychnis flos-jovis,Lychnis flos-jovis,,1,No opinion,,,,tropicos, ,
Polygonum bistorta,Polygonum bistorta,,1,Synonym,Bistorta officinalis,Delarbre,Polygonaceae,tropicos, ,
Potentilla anserina,Potentilla anserina,,1,Accepted,Potentilla anserina,L.,Rosaceae,tropicos, ,
Potentilla reptans,Potentilla reptans,,1,Accepted,Potentilla reptans,L.,Rosaceae,tropicos;usda, ,
Potentilla verna,Potentilla verna,,1,Accepted,Potentilla verna,L.,Rosaceae,tropicos, ,
Primula elatior,Primula elatior,,1,No opinion,,,,tropicos, ,
Primula farinosa,Primula farinosa,,1,Accepted,Primula farinosa,L.,Primulaceae,tropicos, ,
Ranunculus acris,Ranunculus acris,,1,Accepted,Ranunculus acris,L.,Ranunculaceae,tropicos;usda, ,
Ranunculus bulbosus,Ranunculus bulbosus,,1,Accepted,Ranunculus bulbosus,L.,Ranunculaceae,tropicos;usda, ,
Ranunculus ficaria,Ranunculus ficaria,,1,Accepted,Ranunculus ficaria,L.,Ranunculaceae,tropicos;usda, ,
Ranunculus nemorosus,Ranunculus nemorosus,,1,Accepted,Ranunculus nemorosus,DC.,Ranunculaceae,tropicos, ,
Taraxacum officinale,Taraxacum officinale,,1,Accepted,Taraxacum officinale,F.H. Wigg.,Asteraceae,tropicos;usda, ,
Trifolium repens,Trifolium repens,,1,Accepted,Trifolium repens,L.,Fabaceae,tropicos;usda, ,
Veronica chamaedrys,Veronica chamaedrys,,1,Accepted,Veronica chamaedrys,L.,Plantaginaceae,tropicos;usda, ,
Castilleja sp,Castilleja,,0.9,Accepted,Castilleja,Mutis ex L. f.,Orobanchaceae,tropicos, ,
Geranium sp,Geranium,,0.9,Accepted,Geranium,L.,Geraniaceae,tropicos, ,
Lachemilla sp,Lachemilla,,0.9,Accepted,Lachemilla,(Focke) Rydb.,Rosaceae,tropicos, ,
Lupinus sp,Lupinus,,0.9,Accepted,Lupinus,L.,Fabaceae,tropicos, ,
Plantago lanceolata,Plantago lanceolata,,1,Accepted,Plantago lanceolata,L.,Plantaginaceae,tropicos;usda, ,
Baccharis arbutifolia,Baccharis arbutifolia,,1,Accepted,Baccharis arbutifolia,Vahl,Asteraceae,tropicos, ,
Bomarea glaucescens,Bomarea glaucescens,,1,Accepted,Bomarea glaucescens,(Kunth) Baker,Alstroemeriaceae,tropicos, ,
Calamagrostis intermedia,Calamagrostis intermedia,,1,Accepted,Calamagrostis intermedia,(J. Presl) Steud.,Poaceae,tropicos, ,
Carex pichinchensis,Carex pichinchensis,,1,Accepted,Carex pichinchensis,Kunth,Cyperaceae,tropicos, ,
Chuquiraga jussieui,Chuquiraga jussieui,,1,Accepted,Chuquiraga jussieui,J.F. Gmel.,Asteraceae,tropicos, ,
Diplostephium rupestre,Diplostephium rupestre,,1,Accepted,Diplostephium rupestre,(Kunth) Wedd.,Asteraceae,tropicos;gcc, ,
Geranium confertum,Geranium confertum,,1,Synonym,Geranium stramineum,Triana & Planch.,Geraniaceae,tropicos, ,
Gunnera magellanica,Gunnera magellanica,,1,Accepted,Gunnera magellanica,Lam.,Gunneraceae,tropicos, ,
Gynoxis sp,Gynoxis,,0.9,No opinion,,,,gcc, ,
Halenia weddelifolia,Halenia,,0.5,Accepted,Halenia,Borkh.,Gentianaceae,tropicos, [Partial match] ,
Loricaria ilinissae,Loricaria ilinissae,,1,Accepted,Loricaria ilinissae,(Benth.) Cuatrec.,Asteraceae,tropicos;gcc, ,
Lupinus kunthii,Lupinus kunthii,,1,Accepted,Lupinus kunthii,J. Agardh,Fabaceae,tropicos, ,
Luzula gigantea,Luzula gigantea,,1,Accepted,Luzula gigantea,Desv.,Juncaceae,tropicos, ,
Niphogeton dissecta,Niphogeton dissecta,,1,Accepted,Niphogeton dissecta,(Benth.) J.F. Macbr.,Apiaceae,tropicos, ,
Plantago rigida,Plantago rigida,,1,Accepted,Plantago rigida,Kunth,Plantaginaceae,tropicos, ,
Ranunculus peruvianus,Ranunculus peruvianus,,1,Accepted,Ranunculus peruvianus,Pers.,Ranunculaceae,tropicos, ,
Senecio comosus,Senecio comosus,,1,Accepted,Senecio comosus,Sch. Bip.,Asteraceae,tropicos, ,
Valeriana pilosa,Valeriana pilosa,,1,Accepted,Valeriana pilosa,Ruiz & Pav.,Caprifoliaceae,tropicos, ,
Werneria nubigena,Werneria nubigena,,1,Accepted,Werneria nubigena,Kunth,Asteraceae,tropicos;gcc, ,
Aa sp,Aa,,0.9,Accepted,Aa,Rchb. f.,Orchidaceae,tropicos, ,
Agrostis nigritella,Agrostis nigritella,,1,Synonym,Agrostis foliata,Hook. f.,Poaceae,tropicos, ,
Astragalus geminiflorus,Astragalus geminiflorus,,1,Accepted,Astragalus geminiflorus,Bonpl.,Fabaceae,tropicos, ,
Azorella pedunculata,Azorella pedunculata,,1,Accepted,Azorella pedunculata,(Spreng.) Mathias & Constance,Apiaceae,tropicos, ,
Calandrinia acaulis,Calandrinia acaulis,,1,Accepted,Calandrinia acaulis,Kunth,Montiaceae,tropicos, ,
Cerastium mollissimum,Cerastium mollissimum,,1,Accepted,Cerastium mollissimum,Poir.,Caryophyllaceae,tropicos, ,
Culcitium canescens,Culcitium canescens,,1,Synonym,Senecio canescens,(Bonpl.) Cuatrec.,Asteraceae,tropicos, ,
Culcitium nivale,Culcitium nivale,,1,Synonym,Senecio nivalis,(Kunth) Cuatrec.,Asteraceae,tropicos, ,
Culcitium reflexum,Culcitium reflexum,,1,Synonym,Lasiocephalus ovatus,Schltdl.,Asteraceae,tropicos;gcc, ,
Draba aretioides,Draba aretioides,,1,Accepted,Draba aretioides,Kunth,Brassicaceae,tropicos, ,
Erigeron ecuadoriensis,Erigeron ecuadoriensis,,1,Accepted,Erigeron ecuadoriensis,Hieron.,Asteraceae,tropicos;gcc, ,
Gentianella numularifolia,Gentianella nummulariifolia,,0.98,Accepted,Gentianella nummulariifolia,(Griseb.) Fabris,Gentianaceae,tropicos, ,
Hypochoeris sonchoides,Hypochaeris sonchoides,,0.99,Accepted,Hypochaeris sonchoides,Kunth,Asteraceae,tropicos, ,
Lachemilla orbiculata,Lachemilla orbiculata,,1,Accepted,Lachemilla orbiculata,(Ruiz & Pav.) Rydb.,Rosaceae,tropicos, ,
Luzula racemosa,Luzula racemosa,,1,Accepted,Luzula racemosa,Desv.,Juncaceae,tropicos, ,
Nototriche phyllanthos,Nototriche phyllanthos,,1,Accepted,Nototriche phyllanthos,(Cav.) A.W. Hill,Malvaceae,tropicos, ,
Oreomyrrhis andicola,Oreomyrrhis andicola,,1,Accepted,Oreomyrrhis andicola,(Kunth) Endl. ex Hook. f.,Apiaceae,tropicos, ,
Plantago nubigena,Plantago nubigena,,1,Synonym,Plantago sericea subsp. nubigena,(Kunth) Rahn,Plantaginaceae,tropicos, ,
Rumex acetosella,Rumex acetosella,,1,Accepted,Rumex acetosella,L.,Polygonaceae,tropicos;usda, ,
Silene thysanodes,Silene thysanodes,,1,Accepted,Silene thysanodes,Fenzl,Caryophyllaceae,tropicos, ,
Werneria humilis,Werneria humilis,,1,Synonym,Xenophyllum humile,(Kunth) V.A. Funk,Asteraceae,tropicos, ,
Werneria pumila,Werneria pumila,,1,Accepted,Werneria pumila,Kunth,Asteraceae,tropicos;gcc, ,
Bromus lanatus,Bromus lanatus,,1,Accepted,Bromus lanatus,Kunth,Poaceae,tropicos, ,
Castilleja fissifolia,Castilleja fissifolia,,1,Accepted,Castilleja fissifolia,L. f.,Orobanchaceae,tropicos, ,
Viola sp,Viola,,0.9,Accepted,Viola,L.,Violaceae,tropicos, ,
Umbellularia californica,Umbellularia californica,,1,Accepted,Umbellularia californica,(Hook. & Arn.) Nutt.,Lauraceae,tropicos;usda, ,
Didymopanax macrocarpum,Didymopanax macrocarpus,,0.99,Synonym,Schefflera macrocarpa,(Cham. & Schltdl.) Frodin,Araliaceae,tropicos, ,
Qualea grandiflora,Qualea grandiflora,,1,Accepted,Qualea grandiflora,Mart.,Vochysiaceae,tropicos, ,
Miconia fallax,Miconia fallax,,1,Accepted,Miconia fallax,DC.,Melastomataceae,tropicos, ,
Roupala montana,Roupala montana,,1,Accepted,Roupala montana,Aubl.,Proteaceae,tropicos, ,
Ouratea hexasperma,Ouratea hexasperma,,1,Accepted,Ouratea hexasperma,(A. St.-Hil.) Baill.,Ochnaceae,tropicos, ,
Acer monspessulanum,Acer monspessulanum,,1,Accepted,Acer monspessulanum,L.,Sapindaceae,tropicos, ,
Aegilops geniculata,Aegilops geniculata,,1,Accepted,Aegilops geniculata,Roth,Poaceae,tropicos;usda, ,
Aegilops ovata,Aegilops ovata,,1,Accepted,Aegilops ovata,L.,Poaceae,tropicos, ,
Avena barbata,Avena barbata,,1,Accepted,Avena barbata,Pott ex Link,Poaceae,tropicos;usda, ,
Avenula bromoides,Avenula bromoides,,1,Synonym,Helictochloa bromoides,(Gouan) Romero Zarco,Poaceae,tropicos, ,
Brachypodium distachyon,Brachypodium distachyon,,1,Accepted,Brachypodium distachyon,(L.) P. Beauv.,Poaceae,tropicos;usda, ,
Brachypodium phoenicoides,Brachypodium phoenicoides,,1,Accepted,Brachypodium phoenicoides,(L.) P. Beauv. ex Roem. & Schult.,Poaceae,tropicos, ,
Brachypodium retusum,Brachypodium retusum,,1,Accepted,Brachypodium retusum,(Pers.) P. Beauv.,Poaceae,tropicos;usda, ,
Bromus erectus,Bromus erectus,,1,Accepted,Bromus erectus,Huds.,Poaceae,tropicos;usda, ,
Bromus lanceolatus,Bromus lanceolatus,,1,Accepted,Bromus lanceolatus,Roth,Poaceae,tropicos;usda, ,
Bromus madritiensis,Bromus madritensis,,0.99,Accepted,Bromus madritensis,L.,Poaceae,tropicos;usda, ,
Bupleurum rigidum,Bupleurum rigidum,,1,Synonym,Bupleurum rigidum subsp. eurigidum,(L.) H. Wolff,Apiaceae,tropicos, ,
Calamintha nepeta,Calamintha nepeta,,1,Accepted,Calamintha nepeta,(L.) Savi,Lamiaceae,tropicos;usda, ,
Clematis vitalba,Clematis vitalba,,1,Accepted,Clematis vitalba,L.,Ranunculaceae,tropicos;usda, ,
Convolvulus arvensis,Convolvulus arvensis,,1,Accepted,Convolvulus arvensis,L.,Convolvulaceae,tropicos;usda, ,
Crepis sancta,Crepis sancta,,1,Accepted,Crepis sancta,(L.) Babc.,Asteraceae,tropicos, ,
Crepis vesicaria,Crepis vesicaria,,1,Accepted,Crepis vesicaria,L.,Asteraceae,tropicos;gcc;usda, ,
Dactylis glomerata,Dactylis glomerata,,1,Accepted,Dactylis glomerata,L.,Poaceae,tropicos;usda, ,
Daucus carota,Daucus carota,,1,Accepted,Daucus carota,L.,Apiaceae,tropicos;usda, ,
Desmazeria rigida,Desmazeria rigida,,1,Synonym,Catapodium rigidum,(L.) C.E. Hubb.,Poaceae,tropicos, ,
Dichanthium ischaemum,Dichanthium ischaemum,,1,Synonym,Bothriochloa ischaemum,(L.) Keng,Poaceae,tropicos, ,
Kickxia spuria,Kickxia spuria,,1,Accepted,Kickxia spuria,(L.) Dumort.,Plantaginaceae,tropicos;usda, ,
Medicago minima,Medicago minima,,1,Synonym,Medicago minima var. brevispina,Benth.,Fabaceae,tropicos, ,
Melica ciliata,Melica ciliata,,1,Accepted,Melica ciliata,L.,Poaceae,tropicos;usda, ,
Phillyrea latifolia,Phillyrea latifolia,,1,Synonym,Phillyrea angustifolia subsp. latifolia,(L.) Maire,Oleaceae,tropicos, ,
Phleum pratense,Phleum pratense,,1,Accepted,Phleum pratense,L.,Poaceae,tropicos;usda, ,
Pistacia terebinthus,Pistacia terebinthus,,1,No opinion,,,,tropicos, ,
Plantago lanceloata,Plantago lanceolata,,0.98,Accepted,Plantago lanceolata,L.,Plantaginaceae,tropicos;usda, ,
Psoralea bituminosa,Psoralea bituminosa,,1,Accepted,Psoralea bituminosa,L.,Fabaceae,tropicos, ,
Quercus pubescens,Quercus pubescens,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Rubia peregrina,Rubia peregrina,,1,No opinion,,,,tropicos, ,
Rubus sp,Rubus,,0.4,Accepted,Rubus,L.,Rosaceae,tropicos, ,
Sanguisorba minor,Sanguisorba minor,,1,Accepted,Sanguisorba minor,Scop.,Rosaceae,tropicos;usda, ,
Scabiosa atropurpurea,Scabiosa atropurpurea,,1,Accepted,Scabiosa atropurpurea,L.,Caprifoliaceae,tropicos;usda, ,
Urospermum dalechampii,Urospermum dalechampii,,1,No opinion,,,,tropicos, ,
Aristolochia rotunda,Aristolochia rotunda,,1,Invalid,,,,tropicos, ,
Dorycnium pentaphyllum,Dorycnium pentaphyllum,,1,Illegitimate,,,,tropicos, ,
Lavandula latifolia,Lavandula latifolia,,1,No opinion,,,,tropicos, ,
Teuchrium chamaedrys,Teucrium chamaedrys,,0.98,Accepted,Teucrium chamaedrys,L.,Lamiaceae,tropicos;usda, ,
Agropyron sp,Agropyron,,0.9,Accepted,Agropyron,Gaertn.,Poaceae,tropicos, ,
Anagallis arvensis,Anagallis arvensis,,1,Accepted,Anagallis arvensis,L.,Primulaceae,tropicos;usda, ,
Bromus hordeaceus,Bromus hordeaceus,,1,Accepted,Bromus hordeaceus,L.,Poaceae,tropicos;usda, ,
Carex hallerana,Carex halleriana,,0.98,Synonym,Carex planostachys,Kunze,Cyperaceae,tropicos, ,
Catananche coerulea,Catananche caerulea,,0.98,No opinion,,,,tropicos, ,
Dorycnium hirsutum,Dorycnium hirsutum,,1,No opinion,,,,tropicos, [Ambiguous match] ,
Echinops ritro,Echinops ritro,,1,Accepted,Echinops ritro,L.,Asteraceae,tropicos;gcc;usda, ,
Eryngium campestre,Eryngium campestre,,1,Accepted,Eryngium campestre,L.,Apiaceae,tropicos;usda, ,
Hordeum murinum,Hordeum murinum,,1,Accepted,Hordeum murinum,L.,Poaceae,tropicos;usda, ,
